index,filename,doctor_id,doctor_name,prompt,backend,seed
22,doctor_023.png,,,"ultra-photorealistic, 8k photo, late 30s, female, Mixed race, short neat hair, wearing a white lab coat with stethoscope, 3/4 view portrait, hospital corridor softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053202
23,doctor_024.png,,,"ultra-photorealistic, high detail, photorealistic, late 30s male, Middle Eastern doctor, short neat hair, surgical scrubs, surgical scrubs, professional headshot, hospital corridor softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053203
24,doctor_025.png,,,"professional headshot, high detail, photorealistic, early 40s non-binary, Latino doctor, tied back hair, surgical scrubs, white lab coat, professional headshot, clinic reception softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053204
25,doctor_026.png,,,"ultra-photorealistic, 35mm portrait lens look, late 30s, non-binary, East Asian, short neat hair, wearing a white lab coat with surgical scrubs, head and shoulders portrait, professional studio backdrop, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053205
26,doctor_027.png,,,"professional headshot, 35mm portrait lens look, mid 40s non-binary, Southeast Asian doctor, short curly hair, surgical scrubs, face mask hanging, professional headshot, medical office with bookshelves softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053206
27,doctor_028.png,,,"professional headshot, 35mm portrait lens look, early 40s, non-binary, East Asian, short curly hair, wearing a surgical scrubs with white lab coat, head and shoulders portrait, hospital corridor softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053207
28,doctor_029.png,,,"professional headshot, 8k photo, late 20s non-binary, White doctor, shoulder-length hair, surgical scrubs, surgical scrubs, professional headshot, hospital corridor softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053208
29,doctor_030.png,,,"ultra-photorealistic, high detail, photorealistic, late 20s, female, White, short neat hair, wearing a white lab coat with surgical scrubs, slight smile, professional, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053209
30,doctor_031.png,,,"ultra-photorealistic, 35mm portrait lens look, mid 40s, non-binary, Southeast Asian, tied back hair, wearing a white lab coat with face mask hanging, 3/4 view portrait, medical office with bookshelves softly blurred, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053210
31,doctor_032.png,,,"realistic photo, high detail, photorealistic, 50s, non-binary, Mixed race, bald, wearing a surgical scrubs with stethoscope, slight smile, professional, professional studio backdrop, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053211
32,doctor_033.png,,,"ultra-photorealistic, 8k photo, 50s, female, East Asian, shoulder-length hair, wearing a white lab coat with ID badge, 3/4 view portrait, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053212
33,doctor_034.png,,,"ultra-photorealistic, 35mm portrait lens look, mid 30s, non-binary, Middle Eastern, short neat hair, wearing a white lab coat with reading glasses, head and shoulders portrait, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053213
34,doctor_035.png,,,"professional headshot, high detail, photorealistic, early 30s, female, Black, short curly hair, wearing a white lab coat with white lab coat, head and shoulders portrait, professional studio backdrop, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053214
35,doctor_036.png,,,"realistic photo, high detail, photorealistic, early 40s female, Latino doctor, bald, surgical scrubs, white lab coat, professional headshot, hospital corridor softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053215
36,doctor_037.png,,,"professional headshot, high detail, photorealistic, mid 40s female, Mixed race doctor, tied back hair, surgical scrubs, ID badge, professional headshot, professional studio backdrop, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053216
37,doctor_038.png,,,"ultra-photorealistic, 35mm portrait lens look, late 20s non-binary, Black doctor, shoulder-length hair, white lab coat, reading glasses, professional headshot, medical office with bookshelves softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053217
38,doctor_039.png,,,"ultra-photorealistic, 8k photo, mid 40s, non-binary, East Asian, short neat hair, wearing a white lab coat with stethoscope, slight smile, professional, hospital corridor softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053218
39,doctor_040.png,,,"realistic photo, 35mm portrait lens look, late 20s male, Southeast Asian doctor, bald, white lab coat, ID badge, professional headshot, hospital corridor softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053219
40,doctor_041.png,,,"ultra-photorealistic, 8k photo, early 30s male, White doctor, short curly hair, surgical scrubs, stethoscope, professional headshot, medical office with bookshelves softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053220
41,doctor_042.png,,,"professional headshot, 35mm portrait lens look, mid 40s female, Black doctor, bald, surgical scrubs, surgical scrubs, professional headshot, hospital corridor softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053221
42,doctor_043.png,,,"ultra-photorealistic, 8k photo, mid 40s, female, East Asian, short curly hair, wearing a white lab coat with ID badge, slight smile, professional, hospital corridor softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053222
43,doctor_044.png,,,"realistic photo, 8k photo, 50s, non-binary, Latino, bald, wearing a surgical scrubs with face mask hanging, slight smile, professional, clinic reception softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053223
44,doctor_045.png,,,"ultra-photorealistic, 8k photo, early 30s, male, South Asian, tied back hair, wearing a white lab coat with reading glasses, 3/4 view portrait, clinic reception softly blurred, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053224
45,doctor_046.png,,,"realistic photo, high detail, photorealistic, late 20s non-binary, Latino doctor, bald, surgical scrubs, white lab coat, professional headshot, hospital corridor softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053225
46,doctor_047.png,,,"ultra-photorealistic, 8k photo, early 30s, non-binary, Black, short curly hair, wearing a white lab coat with stethoscope, head and shoulders portrait, hospital corridor softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053226
47,doctor_048.png,,,"professional headshot, 35mm portrait lens look, 50s female, White doctor, tied back hair, white lab coat, stethoscope, professional headshot, professional studio backdrop, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053227
48,doctor_049.png,,,"professional headshot, 35mm portrait lens look, early 40s, female, South Asian, short neat hair, wearing a surgical scrubs with face mask hanging, head and shoulders portrait, medical office with bookshelves softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053228
49,doctor_050.png,,,"realistic photo, high detail, photorealistic, early 30s female, Southeast Asian doctor, tied back hair, white lab coat, surgical scrubs, professional headshot, clinic reception softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053229
50,doctor_051.png,,,"realistic photo, 35mm portrait lens look, mid 30s female, Southeast Asian doctor, bald, white lab coat, reading glasses, professional headshot, clinic reception softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053230
51,doctor_052.png,,,"professional headshot, 35mm portrait lens look, mid 40s, female, South Asian, shoulder-length hair, wearing a white lab coat with surgical scrubs, slight smile, professional, hospital corridor softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053231
52,doctor_053.png,,,"ultra-photorealistic, 35mm portrait lens look, late 20s non-binary, Southeast Asian doctor, short curly hair, white lab coat, ID badge, professional headshot, hospital corridor softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053232
53,doctor_054.png,,,"ultra-photorealistic, high detail, photorealistic, 50s, female, Black, bald, wearing a white lab coat with stethoscope, slight smile, professional, clinic reception softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053233
54,doctor_055.png,,,"professional headshot, 35mm portrait lens look, late 30s, non-binary, Black, shoulder-length hair, wearing a white lab coat with ID badge, slight smile, professional, clinic reception softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053234
55,doctor_056.png,,,"realistic photo, 35mm portrait lens look, mid 30s, male, East Asian, short curly hair, wearing a surgical scrubs with surgical scrubs, head and shoulders portrait, clinic reception softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053235
56,doctor_057.png,,,"realistic photo, 35mm portrait lens look, 50s, male, South Asian, tied back hair, wearing a surgical scrubs with stethoscope, head and shoulders portrait, clinic reception softly blurred, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053236
57,doctor_058.png,,,"ultra-photorealistic, 8k photo, early 40s, non-binary, Southeast Asian, tied back hair, wearing a white lab coat with surgical scrubs, slight smile, professional, hospital corridor softly blurred, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053237
58,doctor_059.png,,,"ultra-photorealistic, 8k photo, late 30s male, Middle Eastern doctor, tied back hair, surgical scrubs, face mask hanging, professional headshot, professional studio backdrop, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053238
59,doctor_060.png,,,"ultra-photorealistic, 8k photo, mid 40s female, South Asian doctor, shoulder-length hair, white lab coat, stethoscope, professional headshot, hospital corridor softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053239
60,doctor_061.png,,,"ultra-photorealistic, high detail, photorealistic, early 30s female, Southeast Asian doctor, tied back hair, surgical scrubs, ID badge, professional headshot, clinic reception softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053240
61,doctor_062.png,,,"professional headshot, 35mm portrait lens look, 50s non-binary, White doctor, tied back hair, white lab coat, ID badge, professional headshot, hospital corridor softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053241
62,doctor_063.png,,,"professional headshot, 8k photo, early 30s non-binary, East Asian doctor, short curly hair, white lab coat, ID badge, professional headshot, hospital corridor softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053242
63,doctor_064.png,,,"realistic photo, high detail, photorealistic, late 20s male, Southeast Asian doctor, bald, surgical scrubs, ID badge, professional headshot, hospital corridor softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053243
64,doctor_065.png,,,"ultra-photorealistic, high detail, photorealistic, mid 40s female, East Asian doctor, short neat hair, white lab coat, white lab coat, professional headshot, professional studio backdrop, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053244
65,doctor_066.png,,,"ultra-photorealistic, 35mm portrait lens look, mid 30s male, Middle Eastern doctor, bald, surgical scrubs, ID badge, professional headshot, clinic reception softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053245
66,doctor_067.png,,,"realistic photo, 35mm portrait lens look, late 30s non-binary, White doctor, shoulder-length hair, white lab coat, stethoscope, professional headshot, medical office with bookshelves softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053246
67,doctor_068.png,,,"realistic photo, high detail, photorealistic, early 30s non-binary, White doctor, short neat hair, white lab coat, stethoscope, professional headshot, medical office with bookshelves softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053247
68,doctor_069.png,,,"realistic photo, 8k photo, early 30s female, Black doctor, bald, surgical scrubs, face mask hanging, professional headshot, clinic reception softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053248
69,doctor_070.png,,,"professional headshot, high detail, photorealistic, early 30s non-binary, Southeast Asian doctor, short neat hair, surgical scrubs, reading glasses, professional headshot, professional studio backdrop, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053249
70,doctor_071.png,,,"realistic photo, 8k photo, mid 40s male, Southeast Asian doctor, short neat hair, surgical scrubs, face mask hanging, professional headshot, medical office with bookshelves softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053250
71,doctor_072.png,,,"ultra-photorealistic, 35mm portrait lens look, mid 30s male, White doctor, shoulder-length hair, surgical scrubs, face mask hanging, professional headshot, professional studio backdrop, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053251
72,doctor_073.png,,,"professional headshot, high detail, photorealistic, early 30s, female, Southeast Asian, short curly hair, wearing a white lab coat with stethoscope, 3/4 view portrait, medical office with bookshelves softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053252
73,doctor_074.png,,,"realistic photo, high detail, photorealistic, mid 30s, male, Middle Eastern, shoulder-length hair, wearing a white lab coat with stethoscope, slight smile, professional, clinic reception softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053253
74,doctor_075.png,,,"ultra-photorealistic, high detail, photorealistic, mid 30s female, Black doctor, short curly hair, surgical scrubs, white lab coat, professional headshot, professional studio backdrop, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053254
75,doctor_076.png,,,"ultra-photorealistic, 35mm portrait lens look, early 30s, female, East Asian, tied back hair, wearing a surgical scrubs with white lab coat, head and shoulders portrait, clinic reception softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053255
76,doctor_077.png,,,"ultra-photorealistic, 35mm portrait lens look, late 20s male, Southeast Asian doctor, tied back hair, surgical scrubs, white lab coat, professional headshot, hospital corridor softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053256
77,doctor_078.png,,,"realistic photo, high detail, photorealistic, early 30s, non-binary, Mixed race, bald, wearing a white lab coat with face mask hanging, head and shoulders portrait, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053257
78,doctor_079.png,,,"professional headshot, 8k photo, early 40s non-binary, South Asian doctor, bald, surgical scrubs, stethoscope, professional headshot, professional studio backdrop, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053258
79,doctor_080.png,,,"professional headshot, high detail, photorealistic, late 20s male, White doctor, bald, surgical scrubs, surgical scrubs, professional headshot, clinic reception softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053259
80,doctor_081.png,,,"realistic photo, high detail, photorealistic, mid 30s, non-binary, South Asian, short curly hair, wearing a surgical scrubs with surgical scrubs, slight smile, professional, medical office with bookshelves softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053260
81,doctor_082.png,,,"realistic photo, 35mm portrait lens look, late 20s, male, Latino, short curly hair, wearing a surgical scrubs with face mask hanging, slight smile, professional, professional studio backdrop, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053261
82,doctor_083.png,,,"professional headshot, 8k photo, mid 30s male, South Asian doctor, shoulder-length hair, surgical scrubs, face mask hanging, professional headshot, clinic reception softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053262
83,doctor_084.png,,,"professional headshot, 8k photo, mid 30s, male, White, tied back hair, wearing a surgical scrubs with face mask hanging, head and shoulders portrait, clinic reception softly blurred, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053263
84,doctor_085.png,,,"professional headshot, 35mm portrait lens look, early 40s, male, Black, bald, wearing a white lab coat with stethoscope, 3/4 view portrait, medical office with bookshelves softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053264
85,doctor_086.png,,,"professional headshot, 8k photo, early 40s, non-binary, Latino, tied back hair, wearing a white lab coat with white lab coat, slight smile, professional, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053265
86,doctor_087.png,,,"ultra-photorealistic, 35mm portrait lens look, mid 40s female, Latino doctor, tied back hair, white lab coat, stethoscope, professional headshot, professional studio backdrop, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053266
87,doctor_088.png,,,"professional headshot, 35mm portrait lens look, early 40s female, East Asian doctor, shoulder-length hair, surgical scrubs, white lab coat, professional headshot, hospital corridor softly blurred, warm clinical lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053267
88,doctor_089.png,,,"ultra-photorealistic, 35mm portrait lens look, 50s, male, Black, short neat hair, wearing a surgical scrubs with face mask hanging, slight smile, professional, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053268
89,doctor_090.png,,,"ultra-photorealistic, high detail, photorealistic, mid 40s male, Latino doctor, short curly hair, white lab coat, ID badge, professional headshot, medical office with bookshelves softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053269
90,doctor_091.png,,,"realistic photo, 8k photo, late 30s male, Middle Eastern doctor, bald, surgical scrubs, ID badge, professional headshot, hospital corridor softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053270
91,doctor_092.png,,,"professional headshot, 35mm portrait lens look, late 20s, non-binary, South Asian, bald, wearing a white lab coat with stethoscope, slight smile, professional, professional studio backdrop, soft natural lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053271
92,doctor_093.png,,,"realistic photo, 8k photo, early 30s, non-binary, White, shoulder-length hair, wearing a white lab coat with face mask hanging, slight smile, professional, professional studio backdrop, studio lighting with softbox. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053272
93,doctor_094.png,,,"ultra-photorealistic, 35mm portrait lens look, 50s, non-binary, Mixed race, short neat hair, wearing a surgical scrubs with ID badge, head and shoulders portrait, hospital corridor softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053273
94,doctor_095.png,,,"professional headshot, high detail, photorealistic, mid 40s female, Southeast Asian doctor, short curly hair, surgical scrubs, reading glasses, professional headshot, hospital corridor softly blurred, studio lighting with softbox. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053274
95,doctor_096.png,,,"professional headshot, high detail, photorealistic, late 20s, male, East Asian, short neat hair, wearing a white lab coat with white lab coat, 3/4 view portrait, hospital corridor softly blurred, warm clinical lighting. No logos, no text. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053275
96,doctor_097.png,,,"professional headshot, high detail, photorealistic, late 20s male, South Asian doctor, shoulder-length hair, surgical scrubs, white lab coat, professional headshot, clinic reception softly blurred, soft natural lighting. --negative: cartoon, drawing, low-res, watermark, blurry, deformed, text, logo",openai_FAILED,687053276
